#PROJECT_DESCRIPTION=New experiment for element analysis of apples
#ALTERNATIVE_NAME=
#INVESTIGATOR=
#CONTACT=
#MANAGER=
#EXP QVGVNE1:Q_EXPERIMENTAL_DESIGN:{Q_SECONDARY_NAME=2018-05-15_UVB134679}
#EXP QVGVNE2:Q_SAMPLE_EXTRACTION:{Q_SECONDARY_NAME=2018-05-15-258852}
Identifier	SAMPLE TYPE	SPACE	EXPERIMENT	Q_SECONDARY_NAME	PARENT	Q_PRIMARY_TISSUE	Q_TISSUE_DETAILED	Q_ADDITIONAL_INFO	Q_NCBI_ORGANISM	Q_SAMPLE_TYPE	Q_EXTERNALDB_ID	Condition: genotype	Condition: phenotype	Condition: species	Condition: extraction_time	Condition: growth_medium
QVGVN190A6	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVNENTITY-32	AUXILLARY_BUD						gen3	volume	Brassica oleracea var. viridis	extract2	medium1
QVGVN191AE	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVNENTITY-32	AUXILLARY_BUD						gen3	volume	Brassica oleracea var. viridis	extract2	medium2
QVGVN192AM	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVNENTITY-32	AUXILLARY_BUD						gen3	volume	Brassica oleracea var. viridis	extract2	medium3
QVGVN193AU	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract1 ; medium1	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract1	medium1
QVGVN194A4	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract1 ; medium2	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract1	medium2
QVGVN195AC	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract1 ; medium3	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract1	medium3
QVGVN196AK	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract2 ; medium1	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract2	medium1
QVGVN197AS	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract2 ; medium2	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract2	medium2
QVGVN198A2	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Cavia aperea ; extract2 ; medium3	QVGVNENTITY-33	AUXILLARY_BUD						gen3	weigh	Cavia aperea	extract2	medium3
QVGVN199AA	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium1	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract1	medium1
QVGVN200AH	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium2	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract1	medium2
QVGVN201AP	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract1 ; medium3	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract1	medium3
QVGVN202AX	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium1	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract2	medium1
QVGVN203A7	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium2	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract2	medium2
QVGVN204AF	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Rosa wichurana ; extract2 ; medium3	QVGVNENTITY-34	AUXILLARY_BUD						gen3	weigh	Rosa wichurana	extract2	medium3
QVGVN205AN	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract1 ; medium1	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract1	medium1
QVGVN206AV	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract1 ; medium2	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract1	medium2
QVGVN207A5	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract1 ; medium3	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract1	medium3
QVGVN208AD	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract2 ; medium1	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract2	medium1
QVGVN209AL	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract2 ; medium2	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract2	medium2
QVGVN210AO	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Escherichia coli ; extract2 ; medium3	QVGVNENTITY-35	AUXILLARY_BUD						gen3	weigh	Escherichia coli	extract2	medium3
QVGVN211AW	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract1	medium1
QVGVN212A6	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract1	medium2
QVGVN213AE	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract1	medium3
QVGVN214AM	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract2	medium1
QVGVN215AU	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract2	medium2
QVGVN216A4	Q_BIOLOGICAL_SAMPLE	2018-3-0001	QVGVNE2	gen3 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVNENTITY-36	AUXILLARY_BUD						gen3	weigh	Brassica oleracea var. viridis	extract2	medium3
QVGVN217AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract1 ; medium1	QVGVN001AD					SMALLMOLECULES		gen1	colour	Cavia aperea	extract1	medium1
QVGVN218AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract1 ; medium2	QVGVN002AL					SMALLMOLECULES		gen1	colour	Cavia aperea	extract1	medium2
QVGVN219AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract1 ; medium3	QVGVN003AT					SMALLMOLECULES		gen1	colour	Cavia aperea	extract1	medium3
QVGVN220AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract2 ; medium1	QVGVN004A3					SMALLMOLECULES		gen1	colour	Cavia aperea	extract2	medium1
QVGVN221A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract2 ; medium2	QVGVN005AB					SMALLMOLECULES		gen1	colour	Cavia aperea	extract2	medium2
QVGVN222AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Cavia aperea ; extract2 ; medium3	QVGVN006AJ					SMALLMOLECULES		gen1	colour	Cavia aperea	extract2	medium3
QVGVN223AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract1 ; medium1	QVGVN007AR					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract1	medium1
QVGVN224AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract1 ; medium2	QVGVN008A1					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract1	medium2
QVGVN225A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract1 ; medium3	QVGVN009A9					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract1	medium3
QVGVN226AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract2 ; medium1	QVGVN010AC					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract2	medium1
QVGVN227AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract2 ; medium2	QVGVN011AK					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract2	medium2
QVGVN228AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Rosa wichurana ; extract2 ; medium3	QVGVN012AS					SMALLMOLECULES		gen1	colour	Rosa wichurana	extract2	medium3
QVGVN229A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract1 ; medium1	QVGVN013A2					SMALLMOLECULES		gen1	colour	Escherichia coli	extract1	medium1
QVGVN230A4	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract1 ; medium2	QVGVN014AA					SMALLMOLECULES		gen1	colour	Escherichia coli	extract1	medium2
QVGVN231AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract1 ; medium3	QVGVN015AI					SMALLMOLECULES		gen1	colour	Escherichia coli	extract1	medium3
QVGVN232AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract2 ; medium1	QVGVN016AQ					SMALLMOLECULES		gen1	colour	Escherichia coli	extract2	medium1
QVGVN233AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract2 ; medium2	QVGVN017A0					SMALLMOLECULES		gen1	colour	Escherichia coli	extract2	medium2
QVGVN234A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Escherichia coli ; extract2 ; medium3	QVGVN018A8					SMALLMOLECULES		gen1	colour	Escherichia coli	extract2	medium3
QVGVN235AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN019AG					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract1	medium1
QVGVN236AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN020AJ					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract1	medium2
QVGVN237AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN021AR					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract1	medium3
QVGVN238A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN022A1					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract2	medium1
QVGVN239A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN023A9					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract2	medium2
QVGVN240AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; colour ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN024AH					SMALLMOLECULES		gen1	colour	Brassica oleracea var. viridis	extract2	medium3
QVGVN241AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract1 ; medium1	QVGVN025AP					SMALLMOLECULES		gen1	volume	Cavia aperea	extract1	medium1
QVGVN242AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract1 ; medium2	QVGVN026AX					SMALLMOLECULES		gen1	volume	Cavia aperea	extract1	medium2
QVGVN243A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract1 ; medium3	QVGVN027A7					SMALLMOLECULES		gen1	volume	Cavia aperea	extract1	medium3
QVGVN244A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract2 ; medium1	QVGVN028AF					SMALLMOLECULES		gen1	volume	Cavia aperea	extract2	medium1
QVGVN245AH	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract2 ; medium2	QVGVN029AN					SMALLMOLECULES		gen1	volume	Cavia aperea	extract2	medium2
QVGVN246AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Cavia aperea ; extract2 ; medium3	QVGVN030AQ					SMALLMOLECULES		gen1	volume	Cavia aperea	extract2	medium3
QVGVN247AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract1 ; medium1	QVGVN031A0					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract1	medium1
QVGVN248A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract1 ; medium2	QVGVN032A8					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract1	medium2
QVGVN249AF	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract1 ; medium3	QVGVN033AG					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract1	medium3
QVGVN250AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract2 ; medium1	QVGVN034AO					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract2	medium1
QVGVN251AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract2 ; medium2	QVGVN035AW					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract2	medium2
QVGVN252A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Rosa wichurana ; extract2 ; medium3	QVGVN036A6					SMALLMOLECULES		gen1	volume	Rosa wichurana	extract2	medium3
QVGVN253A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract1 ; medium1	QVGVN037AE					SMALLMOLECULES		gen1	volume	Escherichia coli	extract1	medium1
QVGVN254AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract1 ; medium2	QVGVN038AM					SMALLMOLECULES		gen1	volume	Escherichia coli	extract1	medium2
QVGVN255AO	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract1 ; medium3	QVGVN039AU					SMALLMOLECULES		gen1	volume	Escherichia coli	extract1	medium3
QVGVN256AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract2 ; medium1	QVGVN040AX					SMALLMOLECULES		gen1	volume	Escherichia coli	extract2	medium1
QVGVN257A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract2 ; medium2	QVGVN041A7					SMALLMOLECULES		gen1	volume	Escherichia coli	extract2	medium2
QVGVN258AE	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Escherichia coli ; extract2 ; medium3	QVGVN042AF					SMALLMOLECULES		gen1	volume	Escherichia coli	extract2	medium3
QVGVN259AM	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN043AN					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract1	medium1
QVGVN260AP	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN044AV					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract1	medium2
QVGVN261AX	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN045A5					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract1	medium3
QVGVN262A7	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN046AD					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract2	medium1
QVGVN263AF	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN047AL					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract2	medium2
QVGVN264AN	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; volume ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN048AT					SMALLMOLECULES		gen1	volume	Brassica oleracea var. viridis	extract2	medium3
QVGVN265AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract1 ; medium1	QVGVN049A3					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract1	medium1
QVGVN266A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract1 ; medium2	QVGVN050A6					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract1	medium2
QVGVN267AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract1 ; medium3	QVGVN051AE					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract1	medium3
QVGVN268AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract2 ; medium1	QVGVN052AM					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract2	medium1
QVGVN269AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract2 ; medium2	QVGVN053AU					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract2	medium2
QVGVN270AW	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Cavia aperea ; extract2 ; medium3	QVGVN054A4					SMALLMOLECULES		gen1	weigh	Cavia aperea	extract2	medium3
QVGVN271A6	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract1 ; medium1	QVGVN055AC					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract1	medium1
QVGVN272AE	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract1 ; medium2	QVGVN056AK					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract1	medium2
QVGVN273AM	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract1 ; medium3	QVGVN057AS					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract1	medium3
QVGVN274AU	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract2 ; medium1	QVGVN058A2					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract2	medium1
QVGVN275A4	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract2 ; medium2	QVGVN059AA					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract2	medium2
QVGVN276AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Rosa wichurana ; extract2 ; medium3	QVGVN060AD					SMALLMOLECULES		gen1	weigh	Rosa wichurana	extract2	medium3
QVGVN277AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract1 ; medium1	QVGVN061AL					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract1	medium1
QVGVN278AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract1 ; medium2	QVGVN062AT					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract1	medium2
QVGVN279A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract1 ; medium3	QVGVN063A3					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract1	medium3
QVGVN280A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract2 ; medium1	QVGVN064AB					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract2	medium1
QVGVN281AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract2 ; medium2	QVGVN065AJ					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract2	medium2
QVGVN282AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Escherichia coli ; extract2 ; medium3	QVGVN066AR					SMALLMOLECULES		gen1	weigh	Escherichia coli	extract2	medium3
QVGVN283AT	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium1	QVGVN067A1					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract1	medium1
QVGVN284A3	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium2	QVGVN068A9					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract1	medium2
QVGVN285AB	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract1 ; medium3	QVGVN069AH					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract1	medium3
QVGVN286AJ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium1	QVGVN070AK					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract2	medium1
QVGVN287AR	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium2	QVGVN071AS					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract2	medium2
QVGVN288A1	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen1 ; weigh ; Brassica oleracea var. viridis ; extract2 ; medium3	QVGVN072A2					SMALLMOLECULES		gen1	weigh	Brassica oleracea var. viridis	extract2	medium3
QVGVN289A9	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract1 ; medium1	QVGVN073AA					SMALLMOLECULES		gen2	colour	Cavia aperea	extract1	medium1
QVGVN290AC	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract1 ; medium2	QVGVN074AI					SMALLMOLECULES		gen2	colour	Cavia aperea	extract1	medium2
QVGVN291AK	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract1 ; medium3	QVGVN075AQ					SMALLMOLECULES		gen2	colour	Cavia aperea	extract1	medium3
QVGVN292AS	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract2 ; medium1	QVGVN076A0					SMALLMOLECULES		gen2	colour	Cavia aperea	extract2	medium1
QVGVN293A2	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract2 ; medium2	QVGVN077A8					SMALLMOLECULES		gen2	colour	Cavia aperea	extract2	medium2
QVGVN294AA	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Cavia aperea ; extract2 ; medium3	QVGVN078AG					SMALLMOLECULES		gen2	colour	Cavia aperea	extract2	medium3
QVGVN295AI	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract1 ; medium1	QVGVN079AO					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract1	medium1
QVGVN296AQ	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract1 ; medium2	QVGVN080AR					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract1	medium2
QVGVN297A0	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract1 ; medium3	QVGVN081A1					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract1	medium3
QVGVN298A8	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract2 ; medium1	QVGVN082A9					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract2	medium1
QVGVN299AG	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract2 ; medium2	QVGVN083AH					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract2	medium2
QVGVN300AN	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Rosa wichurana ; extract2 ; medium3	QVGVN084AP					SMALLMOLECULES		gen2	colour	Rosa wichurana	extract2	medium3
QVGVN301AV	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract1 ; medium1	QVGVN085AX					SMALLMOLECULES		gen2	colour	Escherichia coli	extract1	medium1
QVGVN302A5	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract1 ; medium2	QVGVN086A7					SMALLMOLECULES		gen2	colour	Escherichia coli	extract1	medium2
QVGVN303AD	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract1 ; medium3	QVGVN087AF					SMALLMOLECULES		gen2	colour	Escherichia coli	extract1	medium3
QVGVN304AL	Q_TEST_SAMPLE	2018-3-0001	QVGVNE3	gen2 ; colour ; Escherichia coli ; extract2 ; medium1	QVGVN088AN					SMALLMOLECULES		gen2	colour	Escherichia coli	extract2	medium1
